n,Algorithm A (ns),Algorithm B (ns)
6419,7200,10524300
6420,6900,10298700
6421,6600,9394200
6422,6600,10975000
6423,6800,9728900
6424,7700,9365400
6425,7300,9241100
6426,6500,8329000
6427,6400,8721500
6428,6500,8828000
6429,6200,8348600
6430,6100,7900700
6431,6200,8243800
6432,12400,8052100
6433,6300,8691400
6434,6600,8698600
6435,12400,8515800
6436,6300,7548800
6437,6100,9051200
6438,21600,7845800
6439,5900,8966500
6440,6400,7600600
6441,29100,9276900
6442,6200,7722900
6443,5800,8979700
6444,6200,7471800
6445,6000,12492700
6446,6800,16772000
6447,6900,13354800
6448,8800,11158200
6449,8300,16398900
6450,7700,8543700
6451,6400,8962500
6452,6400,8399300
6453,7100,9693800
6454,6400,13691800
6455,9000,11112700
6456,6200,8856600
6457,6100,8557600
6458,20100,8838600
6459,6400,8736400
6460,12500,10020000
6461,6600,10389000
6462,6600,9461900
6463,7000,12612500
6464,17400,9806300
6465,7100,12028800
6466,7000,9738600
6467,6600,11174100
6468,6800,9046700
6469,6500,14584000
6470,6500,9722100
6471,6500,8048800
6472,6500,10897400
6473,6900,11064700
6474,6700,9116600
6475,13100,10153800
6476,6800,8550900
6477,6600,9246900
6478,26500,12229000
6479,7200,10756900
6480,7000,9592800
6481,26400,11280100
6482,7000,8756400
6483,6700,9663000
6484,6800,8261500
6485,6700,8455600
6486,6400,12809200
6487,7300,8758400
6488,6400,8464100
6489,6600,7930000
6490,8500,8108100
6491,13000,8907300
6492,6800,8233500
6493,6300,7885100
6494,6400,8721400
6495,7600,9584800
6496,7500,9596400
6497,7000,8070500
6498,7000,8749700
6499,6800,8165600
6500,7200,9417900
6501,6500,8995300
6502,6700,8233900
6503,8500,9514600
6504,6600,9370700
6505,7000,9345700
6506,6400,8512000
6507,6400,10119100
6508,6500,7973600
6509,6300,8434500
6510,6600,7994800
6511,6400,8086100
6512,6200,8691500
6513,6400,8644400
6514,6100,8610400
6515,6300,7793000
6516,6400,9625900
6517,6400,7678600
6518,6200,8970200
6519,6100,7535300
6520,6900,8840400
6521,6200,8202300
6522,6200,7729400
6523,6100,9520400
6524,13300,8750800
6525,6400,8605500
6526,11100,8992000
6527,6800,8712300
6528,6500,11598200
6529,7600,9132300
6530,12300,9376200
6531,6100,9170400
6532,6500,7810300
6533,12400,10072300
6534,13000,9966600
6535,6400,8311500
6536,6300,9065400
6537,6300,8337600
6538,7200,8930600
6539,7500,8230300
6540,6400,9918900
6541,6800,7910900
6542,6300,9200300
6543,6600,7852900
6544,7700,9601200
6545,12700,7651800
6546,6200,10674800
6547,6500,9229100
6548,6500,8222400
6549,6300,8952200
6550,6700,7960900
6551,12700,9056400
6552,6600,9512800
6553,6500,15327400
6554,7800,8588800
6555,6400,8531800
6556,6800,9934100
6557,6400,12216000
6558,6500,7988800
6559,12700,8445300
6560,6300,8546100
6561,6100,8493900
6562,7200,8002400
6563,6200,8876800
6564,6400,7916700
6565,6000,10646500
6566,6400,12782000
6567,10100,8427600
6568,6400,12353200
6569,6400,14420700
6570,6400,12847700
6571,7500,8736900
6572,6200,8568500
6573,6400,7818600
6574,6600,12048300
6575,6600,12841900
6576,6800,11101100
6577,6500,10299900
6578,6800,12317700
6579,13700,11036200
6580,8500,10608900
6581,7000,10514600
6582,6400,9488000
6583,6600,9926800
6584,6500,8386600
6585,6900,8512200
6586,7200,8175800
6587,7000,12593400
6588,8600,10094000
6589,26900,8287800
6590,6600,9562100
6591,13000,9153400
6592,7300,9454000
6593,8000,9946100
6594,7000,10866300
6595,6500,8730300
6596,16600,8048200
6597,11500,11868200
6598,6400,9937900
6599,12800,8110900
6600,6400,9445500
6601,6500,7804100
6602,6200,8181900
6603,6400,7770600
6604,6100,7826200
6605,12700,7628500
6606,5800,8882800
6607,6100,7406900
6608,6000,9018700
6609,6200,8812600
6610,6500,8610100
6611,6300,8035300
6612,6300,10211400
6613,6500,8998800
6614,7600,9813700
6615,6400,8337400
6616,6100,9771000
6617,6500,9649100
6618,6400,8137200
6619,6500,8468700
6620,6500,7739300
6621,22800,11450700
6622,7100,10277900
6623,6300,9839500
6624,6300,11033700
6625,28400,11109600
6626,6600,7876400
6627,6400,8345900
6628,6500,7673200
6629,6100,9839100
6630,6400,7706700
6631,6100,9192700
6632,23600,7644900
6633,5900,12907600
6634,7200,9919300
6635,6800,8244300
6636,6200,9216200
6637,23500,7867400
6638,8500,7895800
6639,6600,7990300
6640,6300,8705000
6641,14500,7840900
6642,6300,8626300
6643,6100,7827700
6644,6100,9247500
6645,6200,8626200
6646,6100,7856300
6647,6200,7938100
6648,21400,9304200
6649,6400,7520300
6650,5800,9115900
6651,12000,7562300
6652,5900,9664100
6653,6400,7656500
6654,6300,9029000
6655,6300,7755000
6656,6100,9616200
6657,6200,9182800
6658,6400,12395200
6659,21300,8732300
6660,12600,8084200
6661,8300,10605000
6662,6700,13441800
6663,6400,7971500
6664,12200,8417900
6665,6100,8341800
6666,7100,8687400
6667,6500,8307000
6668,8100,10987700
6669,7000,8800600
6670,6200,8412300
6671,6100,9447000
6672,14700,8787000
6673,12500,8769400
6674,7100,13200600
6675,6700,9468400
6676,6900,13597200
6677,26500,11442800
6678,6500,10190900
6679,6500,10974400
6680,6300,10916900
6681,6500,11019200
6682,19100,11323000
6683,6800,11676700
6684,7400,35521600
6685,7200,22534800
6686,8900,12745100
6687,6800,8147800
6688,6300,9182500
6689,6400,9586300
6690,6500,8106500
6691,7700,7922200
6692,6500,7882800
6693,6800,8027900
6694,6800,7775600
6695,22200,9234500
6696,7000,8565900
6697,6500,9032900
6698,7400,12880700
6699,6500,7944400
6700,12900,9897900
6701,6600,8262300
6702,12800,8685600
6703,6300,7901400
6704,6800,8179500
6705,6300,8351700
6706,6900,9136500
6707,6400,8923600
6708,6500,7861400
6709,6100,13348900
6710,12200,13051100
6711,6200,22470400
6712,6900,10274400
6713,9700,10610700
6714,7200,21974700
6715,7400,12669600
6716,6600,10189100
6717,7000,14329900
6718,7900,9624300
6719,6500,13500300
6720,6700,9157300
6721,6600,11365100
6722,6700,11766400
6723,7900,9464300
6724,8200,10437400
6725,6800,8620400
6726,8300,9898700
6727,6800,8750600
6728,6900,8398500
6729,6700,9209300
6730,8800,8615000
6731,6400,10456800
6732,13100,7997000
6733,6700,11105800
6734,6400,11730500
6735,8400,11447100
6736,7000,9750600
6737,6800,9377800
6738,8700,8477000
6739,6400,8480600
6740,7600,8167500
6741,6600,8220200
6742,6700,8081100
6743,13200,8459000
6744,40200,8901500
6745,6400,8289000
6746,6800,8438500
6747,6400,9722500
6748,6900,8412900
6749,6400,9126400
6750,13400,7862700
6751,6500,13844100
6752,6600,9321000
6753,6600,7859100
6754,6300,7899600
6755,6600,7791900
6756,6200,8571300
6757,13000,7846400
6758,7300,8348000
6759,6300,7928200
6760,6200,8921200
6761,6700,8768700
6762,6400,8297500
6763,6400,8337700
6764,6400,10098700
6765,6800,7893700
6766,6300,11096500
6767,6700,8576800
6768,7300,10444100
6769,12800,8384100
6770,7500,11488200
6771,12900,8378800
6772,6400,8101400
6773,7200,11287200
6774,6400,8819600
6775,6400,8646900
6776,12600,10443500
6777,6400,13721800
6778,6700,12343700
6779,6600,8993700
6780,6400,8497200
6781,6200,7914200
6782,5900,9083900
6783,7600,7613400
6784,6000,8685400
6785,6600,7582300
6786,6000,8476300
6787,6200,7751400
6788,5900,8358800
6789,6600,7603800
6790,12600,8666500
6791,12900,8206100
6792,6600,8722500
6793,6100,8106200
6794,6300,8287500
6795,6100,8044000
6796,6400,8282500
6797,6200,7974600
6798,6000,8687300
6799,6300,7524100
6800,6000,9267500
6801,6300,7705200
6802,5800,8861200
6803,6200,7515000
6804,6300,8686300
6805,6100,7748800
6806,5700,8621300
6807,19200,7489300
6808,5700,8950400
6809,6800,7692100
6810,11800,9640800
6811,6700,8363700
6812,6400,9050300
6813,6400,9241100
6814,8200,10013400
6815,6800,8965400
6816,6700,8210700
6817,6400,8315500
6818,6400,7784900
6819,6300,8290600
6820,9000,8310100
6821,6000,8172600
6822,19200,7996300
6823,6100,7678300
6824,6200,8170000
6825,5900,8616200
6826,21800,7548500
6827,5900,9312900
6828,6500,7592300
6829,5800,8892600
6830,19400,7500900
6831,5700,8036400
6832,6100,7547900
6833,19000,8789200
6834,22800,7556800
6835,6000,8423700
6836,19200,7674200
6837,6000,9020200
6838,19000,7556400
6839,5900,9256500
6840,19700,7476700
6841,6000,8923200
6842,6200,7666700
6843,6300,8333600
6844,5900,7562000
6845,5800,9163800
6846,5900,7879300
6847,5900,8418000
6848,12300,9079000
6849,6800,8564800
6850,6300,7748400
6851,6000,10627700
6852,6700,8978900
6853,9900,11462100
6854,6500,9184100
6855,6700,8853500
6856,6300,8788900
6857,19700,7993600
6858,7200,10489700
6859,6300,9343300
6860,6600,8318200
6861,8300,10838200
6862,12900,9068500
6863,6300,11102500
6864,6700,10640000
6865,7500,10144200
6866,6500,13344200
6867,9400,12011500
6868,6900,9662500
6869,6900,12424600
6870,6400,12004000
6871,7000,10704900
6872,6700,10739500
6873,6700,11897300
6874,6800,9991800
6875,6700,9353900
6876,6500,8452000
6877,6400,7571000
6878,6600,8344000
6879,12700,7740600
6880,6200,9638700
6881,6200,8126800
6882,6000,9058600
6883,6400,7927800
6884,6000,8670700
6885,7400,8756000
6886,6100,13708700
6887,6300,10041300
6888,6300,7816600
6889,6300,8765700
6890,12400,7898000
6891,12300,8206600
6892,6100,8312900
6893,13900,12703700
6894,6300,8415300
6895,28200,7734000
6896,6100,8707800
6897,6200,8212300
6898,6200,8584400
6899,6400,8045000
6900,6100,8988600
6901,6300,8528800
6902,6300,8567500
6903,6200,8714900
6904,6200,7867700
6905,12500,8162100
6906,6200,9272600
6907,6500,7470700
6908,5900,9938300
6909,6800,7667800
6910,6300,8829800
6911,21300,8153300
6912,8600,8140400
6913,6000,7353700
6914,21500,8787300
6915,6300,7833100
6916,23200,8205200
6917,6000,7874100
6918,8100,7572300
6919,5800,8434300
6920,6400,8167900
6921,6000,8736200
6922,24100,8311800
6923,6400,10175700
6924,6400,8643700
6925,6400,8736800
6926,6300,9310200
6927,6400,8494900
6928,23500,10458200
6929,8100,8985200
6930,6700,9001900
6931,32900,8212700
6932,6400,8535400
6933,6600,8116500
6934,6200,8404200
6935,6000,7937100
6936,6000,8401700
6937,26500,8202900
6938,5900,7752600
6939,5900,8001700
6940,6200,8256900
6941,6400,8348500
6942,21500,8285900
6943,12400,7985300
6944,6200,8291400
6945,34700,8363800
6946,6500,8377100
6947,7600,7987400
6948,5800,8611400
6949,27800,7467300
6950,6000,8710300
6951,27200,7535200
6952,6000,8966300
6953,27700,7619000
6954,6600,9199000
6955,12200,7510200
6956,5800,8868500
6957,6800,7997400
6958,5900,7852800
6959,6100,7664900
6960,21200,9033400
6961,6000,7478500
6962,5800,9151600
6963,6200,7675800
6964,6200,8444300
6965,21600,7434100
6966,5800,9822000
6967,6400,8503600
6968,38400,12061800
6969,6400,9383900
6970,6400,9997700
6971,7100,9435900
6972,6300,12563600
6973,6800,8292000
6974,6300,11064400
6975,6500,12009500
6976,6800,10879200
6977,6700,8685200
6978,6600,8729800
6979,6400,9365200
6980,6700,12272400
6981,13800,12885000
6982,7200,9179900
6983,6900,9326400
6984,6500,8367300
6985,6200,9239000
6986,9000,8041100
6987,6200,9641400
6988,6400,13572100
6989,6700,12461100
6990,6200,9224500
6991,6200,7797000
6992,5900,11395800
6993,6800,12696500
6994,6200,13788500
6995,6300,11799200
6996,6700,8726800
6997,6100,9102800
6998,6800,8952500
6999,6300,8192400
7000,6200,7792500
7001,6000,9305600
7002,6400,7775100
7003,12600,8681600
7004,6200,8452600
7005,12700,9409300
7006,6600,7839400
7007,6100,8532600
7008,21700,8070300
7009,12900,9653700
7010,6800,8109900
7011,6300,9288600
7012,6200,7975700
7013,13000,9456100
7014,6200,8433700
7015,7700,8662400
7016,6200,8198200
7017,5900,8832700
7018,6100,8806700
7019,7200,8898100
7020,6300,9453600
7021,6800,7984500
7022,6000,8973900
7023,6200,7819400
7024,6000,8975600
7025,6400,8109800
7026,6300,10101300
7027,22500,8400200
7028,7100,8873700
7029,6300,8941100
7030,6700,8810400
7031,6300,8829400
7032,6400,8685900
7033,7100,11652300
7034,6600,10508700
7035,6800,10282700
7036,6600,8556000
7037,6500,8636300
7038,6300,8832300
7039,21800,9327100
7040,6200,9605800
7041,6300,7963500
7042,6200,10756900
7043,7400,8173900
7044,6300,9034900
7045,6300,9017400
7046,8000,7826900
7047,6400,8501200
7048,6500,7787100
7049,7700,9126000
7050,6300,8381600
7051,6000,8485600
7052,6200,7917500
7053,6100,8523800
7054,6500,7869900
7055,6100,9028600
7056,6400,7954300
7057,6100,8758500
7058,6200,8253300
7059,6300,12225700
7060,6600,9601800
7061,6500,7905800
7062,6400,12503000
7063,6800,10278500
7064,7000,9858700
7065,7000,11536000
7066,6600,10201600
7067,6800,8275900
7068,6400,9839800
7069,6200,8502700
7070,10900,9557200
7071,6400,8474700
7072,6400,8511300
7073,12800,9289500
7074,14700,9840300
7075,6500,14603500
7076,6500,13407200
7077,6600,12418800
7078,6900,10802000
7079,6600,9199000
7080,7300,13077600
7081,7200,13565700
7082,6900,14839700
7083,6600,13109400
7084,6900,14525700
7085,7200,14260100
7086,6600,12988900
7087,6900,13805500
7088,6700,9180400
7089,6500,15337100
7090,6600,15207300
7091,6500,12476800
7092,6500,7914500
7093,6700,9206000
7094,7000,8054200
7095,6600,12733100
7096,7300,9931600
7097,6900,8003400
7098,6600,8414900
7099,6600,8247000
7100,6600,9377200
7101,6700,8304400
7102,24700,9038200
7103,6300,9236000
7104,6500,8598600
7105,6500,8088600
7106,6800,8283500
7107,6800,8459100
7108,6400,8871900
7109,8300,13763000
7110,7100,9341700
7111,6200,8908100
7112,6400,8006600
7113,6200,10698700
7114,6800,10102600
7115,6400,8916900
7116,6100,8883700
7117,6400,7908500
7118,6200,9065200
7119,6600,7849000
7120,6300,8954300
7121,21900,8630000
7122,6300,9193400
7123,6500,8965900
7124,6700,8261300
7125,6700,8253800
7126,6600,8264100
7127,6500,8888000
7128,6300,7755500
7129,6200,8988600
7130,6200,8112300
7131,6000,10072700
7132,12600,8072500
7133,6300,9182400
7134,6200,8350800
7135,6600,8234300
7136,6300,7964900
7137,6300,8951300
7138,6900,8057400
7139,28300,9886900
7140,6400,8184500
7141,6600,8653600
7142,6300,8117400
7143,6400,8116400
7144,6300,8208500
7145,7300,8871900
7146,6400,8541200
7147,17800,8705900
7148,6200,9139700
7149,6400,8190900
7150,6300,9247000
7151,6400,8043500
7152,12700,9078000
7153,13200,8198900
7154,12900,9612300
7155,7000,13168900
7156,7400,24733500
7157,9400,23790900
7158,6700,12390600
7159,7000,10765500
7160,32700,9405900
7161,6600,11349300
7162,6600,11050900
7163,6800,11465000
7164,8000,11192900
7165,6300,7907600
7166,7300,8963300
7167,6400,9351900
7168,9000,8989900
7169,6700,13296000
7170,6600,15049400
7171,6600,9366100
7172,15000,13637700
7173,7700,11728900
7174,6700,12180800
7175,10700,9309500
7176,7100,16551000
7177,6600,8411600
7178,6700,11672200
7179,6900,9602700
7180,7200,13346800
7181,10300,13290300
7182,6900,8558000
7183,7300,7877400
7184,6500,7918400
7185,12600,8860400
7186,6400,7708000
7187,6600,10526200
7188,7000,7761500
7189,6200,9905100
7190,6400,8028600
7191,6900,12993900
7192,7500,10361400
7193,6500,9004900
7194,7000,11144800
7195,7600,10094700
7196,6400,8653700
7197,6500,8898800
7198,6500,14421100
7199,6300,8725800
7200,6500,8562300
7201,13100,8907900
7202,6400,9336100
7203,6600,8951400
7204,6800,8120300
7205,6200,13428100
7206,6600,10363900
7207,6500,8907600
7208,6400,13691800
7209,19300,8617700
7210,6700,13141100
7211,6700,13367900
7212,6600,8038300
7213,6500,8833100
7214,6300,8328200
7215,6600,8844500
7216,6200,8343300
7217,6500,7899600
7218,12400,8024900
7219,6300,8819500
7220,6300,8890300
7221,6400,7760600
7222,6100,8886000
7223,6800,8531500
7224,6100,9920700
7225,7300,8086500
7226,6200,9017800
7227,6600,8073800
7228,6300,7989600
7229,6400,7761900
7230,6200,9693700
7231,6400,7966700
7232,6900,7952900
7233,6400,7979500
7234,6200,8413200
7235,6200,9025700
7236,6900,9286600
7237,6400,8518500
7238,24400,8281600
7239,6300,8819700
7240,6500,11856000
7241,6600,9561400
7242,27200,8066800
7243,6500,8384900
7244,6400,13345000
7245,6900,8829100
7246,6500,9248600
7247,6100,10408500
7248,6200,7681200
7249,12600,7835300
7250,6300,8789200
7251,12700,7819700
7252,6600,9240000
7253,6500,8112800
7254,6200,8347300
7255,6200,8118400
7256,6200,8031200
7257,6200,8265200
7258,6200,8748000
7259,6300,9391300
7260,12900,7841200
7261,6100,8561300
7262,6400,7960700
7263,6100,8376900
7264,13000,7875400
7265,6100,8937100
7266,19800,7773800
7267,6000,8283900
7268,6400,7897500
7269,6100,8750100
7270,13200,8063200
7271,6100,13251900
7272,8500,10923900
7273,8100,8674800
7274,6400,8450000
7275,6400,8430900
7276,6500,8837600
7277,8400,9078900
7278,6800,8115000
7279,6500,10553100
7280,6400,8319800
7281,6500,9501800
7282,6400,8067500
7283,6500,8252600
7284,6500,9145000
7285,6500,8374500
7286,6800,8501300
7287,6800,12823900
7288,7400,8664700
7289,6400,7762800
7290,6100,9381700
7291,6400,11653400
7292,6400,14959500
7293,6400,8891300
7294,6400,8707700
7295,6300,8162900
7296,6500,8273400
7297,7100,8570900
7298,6500,8048000
7299,7000,9190200
7300,6400,8402000
7301,6700,8717400
7302,13000,8669000
7303,8500,7766400
7304,6400,11188200
7305,6600,9470100
7306,6600,12334400
7307,6500,10493800
7308,6600,8689900
7309,6400,8636100
7310,6400,8469400
7311,6700,9178800
7312,6400,8665500
7313,7400,10848800
7314,6500,8566200
7315,6600,7988400
7316,6300,12790600
7317,7000,13294000
7318,19400,7908100
7319,6400,11545300
7320,6300,7896200
7321,6500,8688900
7322,6500,10863100
7323,8800,8786000
7324,6300,8305200
7325,6600,8311700
7326,6400,8277400
7327,19600,8168800
7328,6400,8393300
7329,6500,7928800
7330,6300,8940500
7331,6300,7993000
7332,12300,9687300
7333,20000,7696800
7334,6100,8588000
7335,12900,7842300
7336,12800,8074000
7337,6600,7949600
7338,6500,8558300
7339,6600,7797100
7340,6100,10045800
7341,6200,7898800
7342,6200,9250400
7343,6300,8286200
7344,6200,7920600
7345,6100,8478800
7346,9100,8760100
7347,6200,8424600
7348,6200,7770000
7349,5900,8983600
7350,6400,7694200
7351,6400,11709400
7352,6500,10108100
7353,6200,8579100
7354,6800,10471500
7355,7300,8416300
7356,6400,8155000
7357,6200,8362800
7358,12500,9060600
7359,6100,8381400
7360,6400,8950400
7361,25300,15979000
7362,6800,9708700
7363,6500,8269500
7364,6300,7836500
7365,6700,8812500
7366,7200,8354000
7367,6500,10345700
7368,6600,10205100
7369,7000,8075900
7370,6500,9336100
7371,6400,7573100
7372,5900,9409900
7373,6300,7894600
7374,12100,14740300
7375,6300,10196200
7376,12400,7950800
7377,13100,8478800
7378,12900,7871400
7379,6700,8158700
7380,6500,9473900
7381,6500,14152100
7382,6500,8907800
7383,6500,11684900
7384,7300,13605200
7385,6500,8076400
7386,6400,8837800
7387,6500,9955700
7388,6500,7786700
7389,6500,8181800
7390,8600,7835700
7391,13300,9888000
7392,6700,8027800
7393,6500,8640600
7394,6500,8194800
7395,6600,9022100
7396,6500,8937700
7397,7000,12975700
7398,7000,9333600
7399,6500,8480000
7400,6500,8109200
7401,6300,7916600
7402,19300,8026600
7403,6500,8319100
7404,6800,8386700
7405,6700,8655100
7406,7300,8418500
7407,6400,9129100
7408,6600,8046600
7409,6600,8831400
7410,6100,8079600
7411,6100,9237000
7412,6500,8117700
7413,8700,9122900
7414,6500,8386400
7415,6100,9040400
7416,6500,7956500
7417,6400,9628200
7418,7100,15716800
7419,6600,7849100
7420,8500,11357700
7421,6700,8468800
7422,7500,8623900
7423,6500,8903200
7424,6300,7991500
7425,6300,8096900
7426,13400,7827300
7427,6300,9086800
7428,6500,8048400
7429,6300,10049600
7430,8000,12804800
7431,7000,7699200
7432,6000,8945300
7433,6300,7753000
7434,6000,8485700
7435,6200,7754800
7436,6500,11224000
7437,6600,11522300
7438,6800,8175200
7439,12700,8214300
7440,6400,7824400
7441,6300,11799200
7442,7600,12801700
7443,7000,11038300
7444,6600,12196400
7445,6500,8246700
7446,6500,8049500
7447,6800,8593000
7448,6700,8453600
7449,6500,8492100
7450,6700,8655000
7451,6300,8313400
7452,6300,7945900
7453,6400,8181200
7454,8700,8394000
7455,6400,8167300
7456,8100,10872500
7457,6300,8865400
7458,6200,7931000
7459,5900,8847000
7460,6100,7921400
7461,6200,8147300
7462,6300,7780300
7463,6200,13271100
7464,6700,10107300
7465,6200,7862700
7466,6100,8033800
7467,6400,7741900
7468,6100,8102500
7469,6100,7940300
7470,12100,8529200
7471,6200,7811100
7472,6000,10093100
7473,6200,7937300
7474,6100,9956600
7475,6500,8338800
